Sr. No,Scheme,Major Component,Sub Component,Activity Master Id,Activity Master Name,Activity Master Details ID,Activity Master Details Name,Norms / Unit Cost,Criteria For Appraisal
1052,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),204,Student Oriented Components (Upto Highest Class - XII) (Student Specific)  (Recurring),204.6,"Braille Stationary Material (Inc. Embossed Charts, globes etc)",,
1053,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),204,Student Oriented Components (Upto Highest Class - XII) (Student Specific)  (Recurring),204.7,Providing Aids & Appliances,,
1054,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),204,Student Oriented Components (Upto Highest Class - XII) (Student Specific)  (Recurring),204.8,Reader Allowance- For only VI and Low vision,,
1056,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),205,Stipend for Girls (Upto Highest Class - XII)  (Recurring),205.1,Stipend for Girls,Rs. 200 per month for 10 months,
1058,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),207,Identification & Assessment (Upto Highest Class - XII),207.1,Identification and Assessment (Medical Assessment Camps) (Upto Highest Class XII),Rs. 10000 /- per camp,
1060,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),209,Capacity Building of Special Educators  (up to Highest Class XII),209.1,In-service Training of Special Educators  (Upto Highest Class XII),Upto Rs. 500/- per day per teacher (as per existing In-Service Training Norms),
1062,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),212,Strengthening Components under Inclusive Education (Upto Highest Class - XII) (NR),212.1,Equipments for Resource Rooms,Rs. 2 Lakh per Block resource center (once in 5 years),
1064,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),213,Resource Support towards Salary (Upto Highest Class XII) (Recurring),213.1,Financial Support (Previous Spl. Educators),,
1065,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),213,Resource Support towards Salary (Upto Highest Class XII) (Recurring),213.2,Financial Support (New Spl. Educators ),,
1066,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,214,Resource Support towards Salary (Upto Highest Class XII) (Recurring),213.2,Introduction of VE in schools  - NR,,
1067,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,214,Resource Support towards Salary (Upto Highest Class XII) (Recurring),214.1,"Tools, Equipment & Furniture   (New)","Up to ? 5.0 lakh per school per job role for Tools & Equipment including Furniture, Computers, etc with maximum 04 sections per job role [02 sections each in (Class9/Class 10 and Class 11/Class 12)].",
1068,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,214,Resource Support towards Salary (Upto Highest Class XII) (Recurring),214.2,Classroom Cum Workshop for VE,As per  State SORs/CPWD Rate (Which ever is less),
1069,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.1,Financial Support for Vocational Teacher/ Trainer (New),No Norms,
1070,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.2,Financial Support for Resource Persons (New),No Norms,
1071,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.3,Raw material Grant for new school per course (New),No Norms,
1072,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.4,Cost of providing Hands on Skill Training to Students (New),No Norms,
1073,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.5,Assessment and Certification Cost (New),Cost of Assessment and Certification @ ? 600/- per student for Class X and XII.,
1074,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.6,Office Expenses / Contingencies for New School (New),No Norms,
1075,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.7,Induction training of Teachers VE - Teachers (10 Days),Induction Training of 10 days and In-service training of 05 days for Teachers/Skill Trainers including re-training of existing vocational trainers in relevant job roles @ ? 300-500 per day per trainee.,
1076,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.8,Recurring Support to Hub and Spoke Model,Upto Rs. 5 Lakh per Spoke School,
1077,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,215,Recurring Support VE - New,215.9,Transportation allowance for Children from Spoke to Hub School,Upto Rs 3000/- per Student,
1078,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.1,Financial Support for Vocational Teacher/ Trainer (Existing),No Norms,
1079,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.2,Financial Support for Resource Persons (Existing),No Norms,
1080,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.3,Raw material grant for new school per course  (Existing),No Norms,
1081,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.4,Cost of providing Hands Training Students  (Existing),No Norms,
1082,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.5,Assessment and Certification Cost (Existing),Cost of Assessment and Certification @ ? 600/- per student for Class X and XII.,
1083,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.6,Office Expenses / Contingencies for School  (Existing),No Norms,
1084,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.7,Induction training of VE - Teachers (10 Days) - (Existing),Induction Training of 10 days and In-service training of 05 days for Teachers/Skill Trainers including re-training of existing vocational trainers in relevant job roles @ ? 300-500 per day per trainee.,
1085,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.8,In-service Training of VE - Teachers (5 - Days)  - (Existing),In-Service Training of 10 days and In-service training of 05 days for Teachers/Skill Trainers including re-training of existing vocational trainers in relevant job roles @ ? 300-500 per day per trainee.,
1086,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.9,Recurring Support for Hub and SpokeSchools (Previous),"For schools serving other schools in the vicinity under the Hub and Spoke Model, an additional amount of ? 5.00 lakh per spoke school will be provided to the Hub schools where the lab has been established, to meet the additional costs of incentive to trainers/additional",
1087,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,217,Recurring Support VE - Existing,217.1,Transportation Allowance for Children from Spoke to Hub School (Previous),"For transportation of students from spoke schools to Hub School, ? 3000 per student per annum may be provided to spoke schools.",
1088,Secondary Education,Vocational Education,Introduction of Vocational Education at Secondary and higher Secondary,218,Addition of VE Course in Existing Schools - NR,218.1,"Tools, Equipment & Furniture  (Existing Schools)",Additional funds up to ? 2.5 lakh for additional sections per job role may be provided based on enrolment.,
1089,Secondary Education,Sports & Physical Education,Sports & Physical Education,122,Addition of VE Course in Existing Schools - NR,218.1,Sports & Physical Education   (upto Highest Class XII),,
1090,Secondary Education,Sports & Physical Education,Sports & Physical Education,122,Addition of VE Course in Existing Schools - NR,122.1,Sports & Physical Education (Secondary),"Up to Rs.25,000. Physical Number Should be proposed per School",
1091,Secondary Education,Sports & Physical Education,Sports & Physical Education,122,Addition of VE Course in Existing Schools - NR,122.2,Sports & Physical Education (Sr. Secondary),"Up to Rs.25,000. Physical Number Should be proposed per School",
1092,Secondary Education,Sports & Physical Education,Sports & Physical Education,122,Addition of VE Course in Existing Schools - NR,122.11,Khelo India,Upto Rs. 25000/- per school,
1093,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),138,Establishment of Institutions - NR,138.1,Construction of DIET Building (Previous Year),As per  State SORs/CPWD Rate (Which ever is less) .,
1094,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),138,Establishment of Institutions - NR,138.2,Construction of DIET Building (New),As per  State SORs/CPWD Rate (Which ever is less) .,
1095,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),138,Establishment of Institutions - NR,138.3,Construction of  SCERT Building (New),As per  State SORs/CPWD Rate (Which ever is less) .,
1096,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),138,Establishment of Institutions - NR,138.4,Construction of SCERT Building (Previous Year),As per  State SORs/CPWD Rate (Which ever is less) .,
1097,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),139,Establishment of Special Cells in SCERT - NR,139.1,Mathematics,Upto Rs.10 lakhs,
1098,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),139,Establishment of Special Cells in SCERT - NR,139.2,Language/English Education,Upto Rs.10 lakhs,
1099,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),139,Establishment of Special Cells in SCERT - NR,139.3,Education Technology/Computer,Upto Rs.10 lakhs,
1100,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),139,Establishment of Special Cells in SCERT - NR,139.4,Social Studies,Upto Rs.10 lakhs,
1101,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),139,Establishment of Special Cells in SCERT - NR,139.5,Science,Upto Rs.10 lakhs,
1102,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),140,Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,140.2,DIETs,As per  State SORs/CPWD Rate (Which ever is less) .,
1103,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),140,Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,140.3,BITEs,As per  State SORs/CPWD Rate (Which ever is less) .,
1104,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),140,Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,140.7,SCERT,As per  State SORs/CPWD Rate (Which ever is less),
1105,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),141,Major and Minor Repair of existing TEIs,141.1,SCERT,As per  State SORs/CPWD Rate (Which ever is less) .,
1106,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),141,Major and Minor Repair of existing TEIs,141.2,DIETs,As per  State SORs/CPWD Rate (Which ever is less) .,
1107,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),141,Major and Minor Repair of existing TEIs,141.3,BITEs,As per  State SORs/CPWD Rate (Which ever is less) .,
1108,Teacher Education,Teacher Education,Technology Support to TEIs,142,Technology Support to TEIs (NR),142.1,SCERT,Rs. 6.40 lakh (For Hardware & Software Support),
1109,Teacher Education,Teacher Education,Technology Support to TEIs,142,Technology Support to TEIs (NR),142.2,DIETs,Rs. 6.40 lakh (For Hardware & Software Support),
1110,Teacher Education,Teacher Education,Technology Support to TEIs,142,Technology Support to TEIs (NR),142.3,BITEs,Rs. 6.40 lakh (For Hardware & Software Support),
1111,Teacher Education,Teacher Education,Technology Support to TEIs,143,Technology Support to TEIs (Recurring),143.1,SCERT (Technology Support),@Rs 2.40 lacs per SCERT,
1112,Teacher Education,Teacher Education,Technology Support to TEIs,143,Technology Support to TEIs (Recurring),143.2,DIETs (Technology Support),@Rs 2.40 lacs per DIET,
1113,Teacher Education,Teacher Education,Technology Support to TEIs,143,Technology Support to TEIs (Recurring),143.3,BITEs (Technology Support),@Rs 2.40 lacs per BITE,
1114,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,144,Program & Activities including Faculty Development of Teacher Educators,144.1,Program & Activities (DIET),Upto Rs. 40.00 lakh per DIET,
1115,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,144,Program & Activities including Faculty Development of Teacher Educators,144.2,Specific projects for Research activities (DIET),Upto Rs. 10.00 lakh per DIET,
1116,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,144,Program & Activities including Faculty Development of Teacher Educators,144.3,Program & Activities (SCERT),Upto Rs. 40 Lakh per SCERT,
